year,harvest,block,treatment,group,biomass_g,biog
2017,End,D,Irrigated,Woody,0,0
2017,End,E,Ambient,Bryophytes,0,0
2017,End,E,Ambient,Dead,0,0
2017,End,E,Ambient,Forbs,19.68,4.92
2017,End,E,Ambient,Graminoids,85.32,21.33
2017,End,E,Ambient,Legumes,23.36,5.84
2017,End,E,Ambient,Woody,0,0
2017,End,E,Procedural,Bryophytes,0,0
2017,End,E,Procedural,Dead,5.52,1.38
2017,End,E,Procedural,Forbs,2.76,0.69
2017,End,E,Procedural,Graminoids,23.88,5.97
2017,End,E,Procedural,Legumes,1.84,0.46
2017,End,E,Procedural,Woody,0,0
2017,End,E,Drought,Bryophytes,0,0
2017,End,E,Drought,Dead,13.84,3.46
2017,End,E,Drought,Forbs,47.2,11.8
2017,End,E,Drought,Graminoids,17.48,4.37
2017,End,E,Drought,Legumes,1,0.25
2017,End,E,Drought,Woody,64,16
2017,End,E,Irrigated,Bryophytes,0.36,0.09
2017,End,E,Irrigated,Dead,9.12,2.28
2017,End,E,Irrigated,Forbs,2.08,0.52
2017,End,E,Irrigated,Graminoids,46.96,11.74
2017,End,E,Irrigated,Legumes,2.84,0.71
2017,End,E,Irrigated,Woody,0,0
2018,Mid,A,Ambient,Bryophytes,4,1
2018,Mid,A,Ambient,Dead,14.8,3.7
2018,Mid,A,Ambient,Forbs,71.6,17.9
2018,Mid,A,Ambient,Graminoids,227.6,56.9
2018,Mid,A,Ambient,Legumes,71.2,17.8
2018,Mid,A,Ambient,Woody,0,0
2018,Mid,A,Procedural,Bryophytes,4,1
2018,Mid,A,Procedural,Dead,24,6
2018,Mid,A,Procedural,Forbs,130,32.5
2018,Mid,A,Procedural,Graminoids,169.6,42.4
2018,Mid,A,Procedural,Legumes,103.2,25.8
2018,Mid,A,Procedural,Woody,0,0
2018,Mid,A,Drought,Bryophytes,0,0
2018,Mid,A,Drought,Dead,8,2
2018,Mid,A,Drought,Forbs,8.8,2.2
2018,Mid,A,Drought,Graminoids,58.4,14.6
2018,Mid,A,Drought,Legumes,4,1
2018,Mid,A,Drought,Woody,0,0
2018,Mid,A,Irrigated,Bryophytes,4,1
2018,Mid,A,Irrigated,Dead,30.4,7.6
2018,Mid,A,Irrigated,Forbs,49.6,12.4
2018,Mid,A,Irrigated,Graminoids,248.4,62.1
2018,Mid,A,Irrigated,Legumes,49.2,12.3
2018,Mid,A,Irrigated,Woody,0,0
2018,Mid,B,Ambient,Bryophytes,1.2,0.3
2018,Mid,B,Ambient,Dead,48.8,12.2
2018,Mid,B,Ambient,Forbs,39.2,9.8
2018,Mid,B,Ambient,Graminoids,211.6,52.9
2018,Mid,B,Ambient,Legumes,139.6,34.9
2018,Mid,B,Ambient,Woody,5.6,1.4
2018,Mid,B,Procedural,Bryophytes,2.4,0.6
2018,Mid,B,Procedural,Dead,43.6,10.9
2018,Mid,B,Procedural,Forbs,46.8,11.7
2018,Mid,B,Procedural,Graminoids,206,51.5
2018,Mid,B,Procedural,Legumes,130.4,32.6
2018,Mid,B,Procedural,Legumes,246,61.5
2018,Mid,B,Procedural,Woody,0,0
2018,Mid,B,Drought,Bryophytes,0,0
2018,Mid,B,Drought,Dead,12.8,3.2
2018,Mid,B,Drought,Forbs,192.4,48.1
2018,Mid,B,Drought,Graminoids,189.2,47.3
2018,Mid,B,Drought,Legumes,78.8,19.7
2018,Mid,B,Drought,Woody,0.8,0.2
2018,Mid,B,Irrigated,Bryophytes,6.8,1.7
2018,Mid,B,Irrigated,Dead,34.4,8.6
2018,Mid,B,Irrigated,Forbs,37.2,9.3
2018,Mid,B,Irrigated,Graminoids,153.2,38.3
2018,Mid,B,Irrigated,Legumes,74.4,18.6
2018,Mid,B,Irrigated,Woody,0,0
2018,Mid,C,Ambient,Bryophytes,38.4,9.6
2018,Mid,C,Ambient,Dead,50.4,12.6
2018,Mid,C,Ambient,Forbs,10.4,2.6
2018,Mid,C,Ambient,Graminoids,176.8,44.2
2018,Mid,C,Ambient,Legumes,112.4,28.1
2018,Mid,C,Ambient,Woody,0,0
2018,Mid,C,Procedural,Bryophytes,20.4,5.1
2018,Mid,C,Procedural,Dead,45.6,11.4
2018,Mid,C,Procedural,Forbs,5.6,1.4
2018,Mid,C,Procedural,Graminoids,259.6,64.9
2018,Mid,C,Procedural,Woody,4,1
2018,Mid,C,Drought,Bryophytes,4,1
2018,Mid,C,Drought,Dead,24.4,6.1
2018,Mid,C,Drought,Forbs,66,16.5
2018,Mid,C,Drought,Graminoids,63.2,15.8
2018,Mid,C,Drought,Legumes,190.4,47.6
2018,Mid,C,Drought,Woody,12.4,3.1
2018,Mid,C,Irrigated,Bryophytes,4,1
2018,Mid,C,Irrigated,Dead,36.8,9.2
2018,Mid,C,Irrigated,Forbs,84,21
2018,Mid,C,Irrigated,Graminoids,174.8,43.7
2018,Mid,C,Irrigated,Legumes,116.8,29.2
2018,Mid,C,Irrigated,Woody,0,0
2018,Mid,D,Ambient,Bryophytes,12,3
2018,Mid,D,Ambient,Dead,17.2,4.3
2018,Mid,D,Ambient,Forbs,28,7
2018,Mid,D,Ambient,Graminoids,225.2,56.3
2018,Mid,D,Ambient,Legumes,75.6,18.9
2018,Mid,D,Ambient,Woody,0,0
2018,Mid,D,Procedural,Bryophytes,7.6,1.9
2018,Mid,D,Procedural,Dead,32.8,8.2
2018,Mid,D,Procedural,Forbs,66.8,16.7
2018,Mid,D,Procedural,Graminoids,152.4,38.1
2018,Mid,D,Procedural,Legumes,89.2,22.3
2018,Mid,D,Procedural,Woody,0,0
2018,Mid,D,Drought,Bryophytes,4,1
2018,Mid,D,Drought,Dead,4,1
2018,Mid,D,Drought,Forbs,110.8,27.7
2018,Mid,D,Drought,Graminoids,161.2,40.3
2018,Mid,D,Drought,Legumes,47.6,11.9
2018,Mid,D,Drought,Woody,0,0
2018,Mid,D,Irrigated,Bryophytes,0,0
2018,Mid,D,Irrigated,Dead,6,1.5
2018,Mid,D,Irrigated,Forbs,44.4,11.1
2018,Mid,D,Irrigated,Graminoids,368,92
2018,Mid,D,Irrigated,Legumes,103.6,25.9
2018,Mid,D,Irrigated,Woody,0,0
2018,Mid,E,Ambient,Bryophytes,10.8,2.7
2018,Mid,E,Ambient,Dead,66.8,16.7
2018,Mid,E,Ambient,Forbs,58.8,14.7
2018,Mid,E,Ambient,Graminoids,285.2,71.3
2018,Mid,E,Ambient,Legumes,102.4,25.6
2018,Mid,E,Ambient,Woody,0,0
2018,Mid,E,Procedural,Bryophytes,0,0
2018,Mid,E,Procedural,Dead,6.8,1.7
2018,Mid,E,Procedural,Forbs,70.4,17.6
2018,Mid,E,Procedural,Graminoids,179.2,44.8
2018,Mid,E,Procedural,Legumes,126,31.5
2018,Mid,E,Procedural,Woody,1.2,0.3
2018,Mid,E,Drought,Bryophytes,0,0
2018,Mid,E,Drought,Dead,3.2,0.8
2018,Mid,E,Drought,Forbs,27.6,6.9
2018,Mid,E,Drought,Graminoids,130,32.5
2018,Mid,E,Drought,Legumes,27.2,6.8
2018,Mid,E,Drought,Woody,0.8,0.2
2018,Mid,E,Irrigated,Bryophytes,0,0
2018,Mid,E,Irrigated,Dead,6,1.5
2018,Mid,E,Irrigated,Forbs,12.8,3.2
2018,Mid,E,Irrigated,Graminoids,102.8,25.7
2018,Mid,E,Irrigated,Legumes,65.2,16.3
2018,Mid,E,Irrigated,Woody,0,0
2018,End,A,Ambient,Bryophytes,0,0
2018,End,A,Ambient,Dead,15.2,3.8
2018,End,A,Ambient,Forbs,2.4,0.6
2018,End,A,Ambient,Graminoids,16.8,4.2
2018,End,A,Ambient,Legumes,1.6,0.4
2018,End,A,Ambient,Woody,0,0
2018,End,A,Procedural,Bryophytes,0,0
2018,End,A,Procedural,Dead,3.2,0.8
2018,End,A,Procedural,Forbs,4.4,1.1
2018,End,A,Procedural,Graminoids,26.4,6.6
2018,End,A,Procedural,Legumes,0.8,0.2
2018,End,A,Procedural,Woody,0,0
2018,End,A,Drought,Bryophytes,0,0
2018,End,A,Drought,Dead,0,0
2018,End,A,Drought,Forbs,0.8,0.2
2018,End,A,Drought,Graminoids,0,0
2018,End,A,Drought,Legumes,0,0
2018,End,A,Drought,Woody,0,0
2018,End,A,Irrigated,Bryophytes,0,0
2018,End,A,Irrigated,Dead,17.2,4.3
2018,End,A,Irrigated,Forbs,2.8,0.7
2018,End,A,Irrigated,Graminoids,16.8,4.2
2018,End,A,Irrigated,Legumes,4,1
2018,End,A,Irrigated,Woody,0,0
2018,End,B,Ambient,Bryophytes,0,0
2018,End,B,Ambient,Dead,20,5
2018,End,B,Ambient,Forbs,3.2,0.8
2018,End,B,Ambient,Graminoids,21.6,5.4
2018,End,B,Ambient,Legumes,17.2,4.3
2018,End,B,Ambient,Woody,0,0
2018,End,B,Procedural,Bryophytes,0,0
2018,End,B,Procedural,Dead,4,1
2018,End,B,Procedural,Forbs,0.4,0.1
2018,End,B,Procedural,Graminoids,25.2,6.3
2018,End,B,Procedural,Legumes,9.6,2.4
2018,End,B,Procedural,Woody,0,0
2018,End,B,Drought,Bryophytes,0,0
2018,End,B,Drought,Dead,1.2,0.3
2018,End,B,Drought,Forbs,0,0
2018,End,B,Drought,Graminoids,0,0
2018,End,B,Drought,Legumes,0.4,0.1
2018,End,B,Drought,Woody,0,0
2018,End,B,Irrigated,Bryophytes,0,0
2018,End,B,Irrigated,Dead,5.6,1.4
2018,End,B,Irrigated,Forbs,1.2,0.3
2018,End,B,Irrigated,Graminoids,14,3.5
2018,End,B,Irrigated,Legumes,0.8,0.2
2018,End,B,Irrigated,Woody,2.4,0.6
2018,End,C,Ambient,Bryophytes,0,0
2018,End,C,Ambient,Dead,23.2,5.8
2018,End,C,Ambient,Forbs,0.8,0.2
2018,End,C,Ambient,Graminoids,34.8,8.7
2018,End,C,Ambient,Legumes,18.4,4.6
2018,End,C,Ambient,Woody,0,0
2018,End,C,Procedural,Bryophytes,0,0
2018,End,C,Procedural,Dead,5.2,1.3
2018,End,C,Procedural,Forbs,0,0
2018,End,C,Procedural,Graminoids,24,6
2018,End,C,Procedural,Legumes,10.4,2.6
2018,End,C,Procedural,Woody,0,0
2018,End,C,Drought,Bryophytes,0,0
2018,End,C,Drought,Dead,1.6,0.4
2018,End,C,Drought,Forbs,0.4,0.1
2018,End,C,Drought,Graminoids,0,0
2018,End,C,Drought,Legumes,0.8,0.2
2018,End,C,Drought,Woody,0,0
2018,End,C,Irrigated,Bryophytes,0,0
2018,End,C,Irrigated,Dead,7.6,1.9
2018,End,C,Irrigated,Forbs,3.2,0.8
2018,End,C,Irrigated,Graminoids,33.2,8.3
2018,End,C,Irrigated,Legumes,0.8,0.2
2018,End,C,Irrigated,Woody,0,0
2018,End,D,Ambient,Bryophytes,0,0
2018,End,D,Ambient,Dead,12,3
2018,End,D,Ambient,Forbs,4.4,1.1
2018,End,D,Ambient,Graminoids,13.6,3.4
2018,End,D,Ambient,Legumes,0.8,0.2
2018,End,D,Ambient,Woody,0,0
2018,End,D,Procedural,Bryophytes,0,0
2018,End,D,Procedural,Dead,5.6,1.4
2018,End,D,Procedural,Forbs,1.6,0.4
2018,End,D,Procedural,Graminoids,14.4,3.6
2018,End,D,Procedural,Legumes,0.4,0.1
2018,End,D,Procedural,Woody,0,0
2018,End,D,Drought,Bryophytes,0,0
2018,End,D,Drought,Dead,0,0
2018,End,D,Drought,Forbs,0,0
2018,End,D,Drought,Graminoids,0,0
2018,End,D,Drought,Legumes,0,0
2018,End,D,Drought,Woody,0,0
2018,End,D,Irrigated,Bryophytes,0,0
2018,End,D,Irrigated,Dead,17.6,4.4
2018,End,D,Irrigated,Forbs,4.8,1.2
2018,End,D,Irrigated,Graminoids,32.8,8.2
2018,End,D,Irrigated,Legumes,1.6,0.4
2018,End,D,Irrigated,Woody,0,0
2018,End,E,Ambient,Bryophytes,0,0
2018,End,E,Ambient,Dead,18,4.5
2018,End,E,Ambient,Forbs,0.8,0.2
2018,End,E,Ambient,Graminoids,20.8,5.2
2018,End,E,Ambient,Legumes,0.4,0.1
2018,End,E,Ambient,Woody,0,0
2018,End,E,Procedural,Bryophytes,0,0
2018,End,E,Procedural,Dead,4.8,1.2
2018,End,E,Procedural,Forbs,6.4,1.6
2018,End,E,Procedural,Graminoids,11.6,2.9
2018,End,E,Procedural,Legumes,6,1.5
2018,End,E,Procedural,Woody,0,0
2018,End,E,Drought,Bryophytes,0,0
2018,End,E,Drought,Dead,0,0
2018,End,E,Drought,Forbs,0,0
2018,End,E,Drought,Graminoids,0,0
2018,End,E,Drought,Legumes,0,0
2018,End,E,Drought,Woody,0,0
2018,End,E,Irrigated,Bryophytes,0,0
2018,End,E,Irrigated,Dead,26.8,6.7
2018,End,E,Irrigated,Forbs,0.4,0.1
2018,End,E,Irrigated,Graminoids,34.4,8.6
2018,End,E,Irrigated,Legumes,0.4,0.1
2018,End,E,Irrigated,Woody,0,0
2019,Mid,A,Ambient,Bryophytes,0,0
2019,Mid,A,Ambient,Dead,27.28,6.82
2019,Mid,A,Ambient,Forbs,14.76,3.69
2019,Mid,A,Ambient,Graminoids,184.76,46.19
2019,Mid,A,Ambient,Legumes,12.44,3.11
2019,Mid,A,Ambient,Woody,0,0
2019,Mid,A,Procedural,Bryophytes,0,0
2019,Mid,A,Procedural,Dead,4.32,1.08
2019,Mid,A,Procedural,Forbs,9.36,2.34
2019,Mid,A,Procedural,Graminoids,36.52,9.13
2019,Mid,A,Procedural,Legumes,4.28,1.07
2019,Mid,A,Procedural,Woody,0,0
2019,Mid,A,Drought,Bryophytes,0,0
2019,Mid,A,Drought,Dead,2.88,0.72
2019,Mid,A,Drought,Forbs,4.28,1.07
2019,Mid,A,Drought,Graminoids,42.36,10.59
2019,Mid,A,Drought,Legumes,0,0
2019,Mid,A,Drought,Woody,66.48,16.62
2019,Mid,A,Irrigated,Bryophytes,0,0
2019,Mid,A,Irrigated,Dead,16.92,4.23
2019,Mid,A,Irrigated,Forbs,8.84,2.21
2019,Mid,A,Irrigated,Graminoids,94,23.5
2019,Mid,A,Irrigated,Legumes,8.68,2.17
2019,Mid,A,Irrigated,Woody,4.64,1.16
2019,Mid,B,Ambient,Bryophytes,0,0
2019,Mid,B,Ambient,Dead,0,0
2019,Mid,B,Ambient,Forbs,12.44,3.11
2019,Mid,B,Ambient,Graminoids,87.36,21.84
2019,Mid,B,Ambient,Legumes,44.32,11.08
2019,Mid,B,Ambient,Woody,1.92,0.48
2019,Mid,B,Procedural,Bryophytes,0,0
2019,Mid,B,Procedural,Dead,19.16,4.79
2019,Mid,B,Procedural,Forbs,16.28,4.07
2019,Mid,B,Procedural,Graminoids,228.04,57.01
2019,Mid,B,Procedural,Legumes,72.4,18.1
2019,Mid,B,Procedural,Woody,0,0
2019,Mid,B,Drought,Bryophytes,0,0
2019,Mid,B,Drought,Dead,4.08,1.02
2019,Mid,B,Drought,Forbs,31.44,7.86
2019,Mid,B,Drought,Graminoids,62.52,15.63
2019,Mid,B,Drought,Legumes,5.64,1.41
2019,Mid,B,Drought,Woody,0,0
2019,Mid,B,Irrigated,Bryophytes,0,0
2019,Mid,B,Irrigated,Dead,12.68,3.17
2019,Mid,B,Irrigated,Forbs,1.12,0.28
2019,Mid,B,Irrigated,Graminoids,161.48,40.37
2019,Mid,B,Irrigated,Legumes,4.8,1.2
2019,Mid,B,Irrigated,Woody,0,0
2019,Mid,C,Ambient,Bryophytes,1.36,0.34
2019,Mid,C,Ambient,Dead,31.2,7.8
2019,Mid,C,Ambient,Forbs,6.88,1.72
2019,Mid,C,Ambient,Graminoids,128.12,32.03
2019,Mid,C,Ambient,Legumes,43.72,10.93
2019,Mid,C,Ambient,Woody,0,0
2019,Mid,C,Procedural,Bryophytes,0,0
2019,Mid,C,Procedural,Dead,4.92,1.23
2019,Mid,C,Procedural,Forbs,3.96,0.99
2019,Mid,C,Procedural,Graminoids,118.52,29.63
2019,Mid,C,Procedural,Legumes,38.56,9.64
2019,Mid,C,Procedural,Woody,0,0
2019,Mid,C,Drought,Bryophytes,0,0
2019,Mid,C,Drought,Dead,5,1.25
2019,Mid,C,Drought,Forbs,10.88,2.72
2019,Mid,C,Drought,Graminoids,33.76,8.44
2019,Mid,C,Drought,Legumes,18.84,4.71
2019,Mid,C,Drought,Woody,0,0
2019,Mid,C,Irrigated,Bryophytes,0.68,0.17
2019,Mid,C,Irrigated,Dead,7.92,1.98
2019,Mid,C,Irrigated,Forbs,18.6,4.65
2019,Mid,C,Irrigated,Graminoids,80.76,20.19
2019,Mid,C,Irrigated,Legumes,4.8,1.2
2019,Mid,C,Irrigated,Woody,0,0
2019,Mid,D,Ambient,Bryophytes,0.32,0.08
2019,Mid,D,Ambient,Dead,5.24,1.31
2019,Mid,D,Ambient,Forbs,6.44,1.61
2019,Mid,D,Ambient,Graminoids,62.52,15.63
2019,Mid,D,Ambient,Legumes,5,1.25
2019,Mid,D,Ambient,Woody,0,0
2019,Mid,D,Procedural,Bryophytes,0,0
2019,Mid,D,Procedural,Dead,12.36,3.09
2019,Mid,D,Procedural,Forbs,12.52,3.13
2019,Mid,D,Procedural,Graminoids,65.84,16.46
2019,Mid,D,Procedural,Legumes,6.52,1.63
2019,Mid,D,Procedural,Woody,0,0
2019,Mid,D,Drought,Bryophytes,0,0
2019,Mid,D,Drought,Dead,0.32,0.08
2019,Mid,D,Drought,Forbs,12,3
2019,Mid,D,Drought,Graminoids,28.32,7.08
2019,Mid,D,Drought,Legumes,0,0
2019,Mid,D,Drought,Woody,0,0
2019,Mid,D,Irrigated,Bryophytes,0.6,0.15
2019,Mid,D,Irrigated,Dead,9.6,2.4
2019,Mid,D,Irrigated,Forbs,17.88,4.47
2019,Mid,D,Irrigated,Graminoids,148.16,37.04
2019,Mid,D,Irrigated,Legumes,0.64,0.16
2019,Mid,D,Irrigated,Woody,8.48,2.12
2019,Mid,E,Ambient,Bryophytes,0,0
2019,Mid,E,Ambient,Dead,21.76,5.44
2019,Mid,E,Ambient,Forbs,10.4,2.6
2019,Mid,E,Ambient,Graminoids,164.08,41.02
2019,Mid,E,Ambient,Legumes,9.48,2.37
2019,Mid,E,Ambient,Woody,0,0
2019,Mid,E,Procedural,Bryophytes,0,0
2019,Mid,E,Procedural,Dead,4.72,1.18
2019,Mid,E,Procedural,Forbs,5.04,1.26
2019,Mid,E,Procedural,Graminoids,53.88,13.47
2019,Mid,E,Procedural,Legumes,9.84,2.46
2019,Mid,E,Procedural,Woody,0,0
2019,Mid,E,Drought,Bryophytes,0,0
2019,Mid,E,Drought,Dead,4.52,1.13
2019,Mid,E,Drought,Forbs,7.84,1.96
2019,Mid,E,Drought,Graminoids,43.56,10.89
2019,Mid,E,Drought,Legumes,8.08,2.02
2019,Mid,E,Drought,Woody,25.08,6.27
2019,Mid,E,Irrigated,Bryophytes,0,0
2019,Mid,E,Irrigated,Dead,12.4,3.1
2019,Mid,E,Irrigated,Forbs,2.24,0.56
2019,Mid,E,Irrigated,Graminoids,66.76,16.69
2019,Mid,E,Irrigated,Legumes,3.08,0.77
2019,Mid,E,Irrigated,Woody,0,0
2019,End,A,Ambient,Bryophytes,0.36,0.09
2019,End,A,Ambient,Dead,14.384,3.596
2019,End,A,Ambient,Forbs,0.228,0.057
2019,End,A,Ambient,Graminoids,2.888,0.722
2019,End,A,Ambient,Legumes,0.864,0.216
2019,End,A,Ambient,Woody,0.076,0.019
2019,End,A,Procedural,Bryophytes,0.444,0.111
2019,End,A,Procedural,Dead,8.54,2.135
2019,End,A,Procedural,Forbs,0.948,0.237
2019,End,A,Procedural,Graminoids,1.252,0.313
2019,End,A,Procedural,Legumes,0.004,0.001
2019,End,A,Procedural,Woody,0,0
2019,End,A,Drought,Bryophytes,4.004,1.001
2019,End,A,Drought,Dead,9.668,2.417
2019,End,A,Drought,Forbs,0.728,0.182
2019,End,A,Drought,Graminoids,1.292,0.323
2019,End,A,Drought,Legumes,0,0
2019,End,A,Drought,Woody,0.108,0.027
2019,End,A,Irrigated,Bryophytes,0.004,0.001
2019,End,A,Irrigated,Dead,6.512,1.628
2019,End,A,Irrigated,Forbs,0.896,0.224
2019,End,A,Irrigated,Graminoids,6.7,1.675
2019,End,A,Irrigated,Legumes,1.732,0.433
2019,End,A,Irrigated,Woody,0,0
2019,End,B,Ambient,Bryophytes,0.004,0.001
2019,End,B,Ambient,Dead,16.748,4.187
2019,End,B,Ambient,Forbs,7.988,1.997
2019,End,B,Ambient,Graminoids,4.684,1.171
2019,End,B,Ambient,Legumes,0.004,0.001
2019,End,B,Ambient,Woody,1.664,0.416
2019,End,B,Procedural,Bryophytes,0,0
2019,End,B,Procedural,Dead,11.988,2.997
2019,End,B,Procedural,Forbs,0.492,0.123
2019,End,B,Procedural,Graminoids,3.5,0.875
2019,End,B,Procedural,Legumes,1.736,0.434
2019,End,B,Procedural,Woody,0,0
2019,End,B,Drought,Bryophytes,0,0
2019,End,B,Drought,Dead,7.172,1.793
2019,End,B,Drought,Forbs,2.932,0.733
2019,End,B,Drought,Graminoids,1.92,0.48
2019,End,B,Drought,Legumes,0,0
2019,End,B,Drought,Woody,0,0
2019,End,B,Irrigated,Bryophytes,0.556,0.139
2019,End,B,Irrigated,Dead,9.516,2.379
2019,End,B,Irrigated,Forbs,0.34,0.085
2019,End,B,Irrigated,Graminoids,2.908,0.727
2019,End,B,Irrigated,Legumes,0.004,0.001
2019,End,B,Irrigated,Woody,0,0
2019,End,C,Ambient,Bryophytes,0.892,0.223
2019,End,C,Ambient,Dead,15.94,3.985
2019,End,C,Ambient,Forbs,0.184,0.046
2019,End,C,Ambient,Graminoids,4.372,1.093
2019,End,C,Ambient,Legumes,0.308,0.077
2019,End,C,Ambient,Woody,0.004,0.001
2019,End,C,Procedural,Bryophytes,0.216,0.054
2019,End,C,Procedural,Dead,9.936,2.484
2019,End,C,Procedural,Forbs,0.136,0.034
2019,End,C,Procedural,Graminoids,8.172,2.043
2019,End,C,Procedural,Legumes,1.68,0.42
2019,End,C,Procedural,Woody,0,0
2019,End,C,Drought,Bryophytes,0.152,0.038
2019,End,C,Drought,Dead,14.7,3.675
2019,End,C,Drought,Forbs,0.376,0.094
2019,End,C,Drought,Graminoids,0.28,0.07
